@relation winequality-white-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C13-Llast-weka.filters.unsupervised.attribute.Remove-R13-14-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R2

@attribute volatileacidity numeric
@attribute chlorides numeric
@attribute freesulfurdioxide numeric
@attribute totalsulfurdioxide numeric
@attribute density numeric
@attribute alcohol numeric
@attribute quality {3,4,5,6,7,8,9}

@data
0.205882,0.106825,0.167247,0.389791,0.16445,0.16129,5
0.186275,0.103858,0.202091,0.438515,0.167149,0.225806,5
0.264706,0.133531,0.212544,0.510441,0.226913,0.145161,6
0.196078,0.106825,0.160279,0.566125,0.251205,0.177419,6
0.264706,0.074184,0.02439,0.322506,0.140736,0.290323,4
0.343137,0.139466,0.094077,0.403712,0.170233,0.225806,5
0.176471,0.121662,0.111498,0.327146,0.139965,0.322581,6
0.186275,0.097923,0.118467,0.280742,0.20802,0.306452,6
0.372549,0.409496,0.163763,0.348028,0.139387,0.322581,5
0.20098,0.160237,0.10453,0.445476,0.209948,0.193548,5
0.235294,0.127596,0.132404,0.488399,0.116638,0.322581,5
0.254902,0.124629,0.134146,0.466357,0.116252,0.322581,5
0.235294,0.127596,0.132404,0.466357,0.116638,0.322581,5
0.186275,0.097923,0.066202,0.287703,0.173703,0.290323,6
0.176471,0.091988,0.059233,0.243619,0.112589,0.403226,6
0.186275,0.10089,0.205575,0.399072,0.131675,0.419355,6
0.470588,0.083086,0.125436,0.343387,0.179487,0.225806,5
0.107843,0.053412,0.114983,0.294664,0.103528,0.483871,7
0.117647,0.053412,0.118467,0.306265,0.107384,0.451613,6
0.205882,0.080119,0.195122,0.445476,0.239638,0.16129,5
0.235294,0.065282,0.156794,0.429234,0.189127,0.258065,6
0.245098,0.083086,0.118467,0.341067,0.169848,0.419355,6
0.245098,0.106825,0.101045,0.320186,0.214189,0.193548,5
0.176471,0.130564,0.031359,0.143852,0.133218,0.241935,5
0.166667,0.130564,0.034843,0.146172,0.133603,0.241935,5
0.176471,0.089021,0.121951,0.406032,0.207442,0.370968,7
0.176471,0.130564,0.114983,0.266821,0.122614,0.129032,5
0.196078,0.086053,0.087108,0.276102,0.128012,0.354839,6
0.078431,0.059347,0.083624,0.157773,0.085599,0.33871,6
0.254902,0.118694,0.094077,0.2529,0.12512,0.241935,5
0.166667,0.139466,0.111498,0.387471,0.139387,0.241935,5
0.264706,0.038576,0.073171,0.382831,0.09813,0.580645,7
0.156863,0.068249,0.034843,0.204176,0.165799,0.435484,6
0.205882,0.10089,0.062718,0.308585,0.182572,0.33871,6
0.186275,0.077151,0.052265,0.171694,0.070368,0.5,7
0.470588,0.183976,0.059233,0.25058,0.15134,0.290323,5
0.205882,0.394659,0.174216,0.322506,0.127048,0.16129,6
0.186275,0.11276,0.195122,0.477958,0.160208,0.241935,6
0.156863,0.127596,0.055749,0.310905,0.214768,0.225806,6
0.235294,0.118694,0.069686,0.241299,0.111432,0.354839,5
0.284314,0.094955,0.130662,0.481439,0.139001,0.290323,6
0.176471,0.11276,0.181185,0.445476,0.156545,0.241935,6
0.215686,0.121662,0.184669,0.422274,0.169462,0.16129,5
0.196078,0.106825,0.205575,0.452436,0.160401,0.33871,6
0.156863,0.207715,0.121951,0.262181,0.183343,0.129032,5
0.186275,0.074184,0.080139,0.262181,0.072682,0.629032,6
0.196078,0.192878,0.10453,0.382831,0.233468,0.209677,6
0.303922,0.080119,0.031359,0.234339,0.182957,0.322581,6
0.117647,0.195846,0.163763,0.445476,0.145556,0.241935,5
0.22549,0.133531,0.062718,0.301624,0.216888,0.274194,4
0.098039,0.10089,0.149826,0.338747,0.1016,0.354839,5
0.147059,0.065282,0.038328,0.201856,0.180066,0.451613,5
0.127451,0.109792,0.10453,0.287703,0.248506,0.129032,5
0.176471,0.089021,0.121951,0.385151,0.128205,0.548387,6
0.22549,0.089021,0.12892,0.422274,0.154617,0.290323,5
0.254902,0.106825,0.031359,0.25522,0.162907,0.225806,4
0.215686,0.133531,0.181185,0.382831,0.160401,0.225806,6
0.313725,0.130564,0.121951,0.429234,0.226528,0.225806,6
0.235294,0.103858,0.212544,0.470998,0.157124,0.274194,6
0.254902,0.068249,0.118467,0.303944,0.087719,0.693548,7
0.176471,0.106825,0.149826,0.392111,0.188934,0.290323,6
0.186275,0.130564,0.055749,0.290023,0.196838,0.16129,5
0.196078,0.106825,0.15331,0.450116,0.166185,0.193548,6
0.215686,0.145401,0.229965,0.477958,0.182186,0.225806,6
0.093137,0.10089,0.062718,0.134571,0.077309,0.306452,6
0.254902,0.068249,0.038328,0.315545,0.096973,0.290323,5
0.254902,0.059347,0.111498,0.322506,0.087527,0.693548,7
0.039216,0.026706,0.045296,0.064965,0.056487,0.629032,7
0.235294,0.086053,0.108014,0.37355,0.144978,0.354839,6
0.421569,0.074184,0.205575,0.49884,0.187392,0.241935,6
0.156863,0.091988,0.226481,0.480278,0.170619,0.193548,5
0.323529,0.133531,0.090592,0.382831,0.228841,0.274194,5
0.098039,0.059347,0.114983,0.299304,0.077694,0.564516,7
0.117647,0.130564,0.135889,0.382831,0.11471,0.580645,5
0.078431,0.080119,0.094077,0.229698,0.12165,0.354839,6
0.078431,0.083086,0.087108,0.232019,0.122229,0.290323,6
0.333333,0.103858,0.083624,0.345708,0.20455,0.16129,5
0.215686,0.080119,0.191638,0.357309,0.101793,0.403226,6
0.45098,0.118694,0.020906,0.392111,0.152497,0.225806,4
0.137255,0.109792,0.1777,0.324826,0.148062,0.451613,5
0.147059,0.10089,0.059233,0.199536,0.095624,0.435484,7
0.176471,0.059347,0.066202,0.354988,0.151533,0.419355,6
0.147059,0.109792,0.045296,0.234339,0.215346,0.193548,6
0.196078,0.068249,0.097561,0.308585,0.160208,0.241935,6
0.186275,0.05638,0.062718,0.236659,0.099672,0.322581,5
0.205882,0.062315,0.111498,0.389791,0.191826,0.419355,5
0.186275,0.059347,0.060976,0.364269,0.184693,0.419355,5
0.235294,0.080119,0.090592,0.25058,0.107577,0.483871,6
0.137255,0.094955,0.052265,0.348028,0.093503,0.516129,6
0.411765,0.109792,0.083624,0.385151,0.183343,0.258065,5
0.245098,0.127596,0.087108,0.276102,0.147291,0.225806,5
0.176471,0.106825,0.209059,0.464037,0.160594,0.241935,6
0.117647,0.127596,0.170732,0.415313,0.23771,0.209677,5
0.27451,0.109792,0.020906,0.234339,0.182957,0.225806,5
0.04902,0.10089,0.212544,0.317865,0.06844,0.516129,7
0.068627,0.10089,0.226481,0.327146,0.069211,0.516129,7
0.147059,0.071217,0.181185,0.37355,0.209948,0.129032,5
0.171569,0.207715,0.052265,0.296984,0.114903,0.225806,5
0.235294,0.062315,0.031359,0.218097,0.076152,0.5,6
0.196078,0.127596,0.118467,0.283063,0.189898,0.258065,5
0.323529,0.083086,0.090592,0.350348,0.087912,0.419355,6
0.284314,0.115727,0.198606,0.535963,0.229612,0.145161,5
0.127451,0.035608,0.052265,0.164733,0.054174,0.693548,7
0.156863,0.05638,0.12892,0.285383,0.090804,0.548387,5
0.196078,0.10089,0.202091,0.459397,0.162907,0.258065,6
0.156863,0.074184,0.080139,0.292343,0.16792,0.370968,6
0.078431,0.068249,0.094077,0.164733,0.050318,0.66129,6
0.058824,0.050445,0.027875,0.109049,0.123578,0.306452,5
0.254902,0.077151,0.101045,0.408353,0.144399,0.274194,5
0.176471,0.10089,0.236934,0.336427,0.108348,0.403226,5
0.088235,0.086053,0.289199,0.401392,0.176788,0.145161,6
0.186275,0.089021,0.250871,0.5058,0.16792,0.225806,5
0.166667,0.083086,0.212544,0.457077,0.162329,0.258065,5
0.215686,0.014837,0.149826,0.220418,0.039136,0.741935,7
0.196078,0.436202,0.163763,0.225058,0.123964,0.193548,6
0.215686,0.130564,0.118467,0.382831,0.243879,0.387097,5
0.098039,0.15727,0.059233,0.37587,0.21149,0.16129,7
0.058824,0.089021,0.045296,0.185615,0.092346,0.193548,6
0.52451,0.175074,0.080139,0.336427,0.151918,0.274194,4
0.04902,0.121662,0.156794,0.285383,0.181993,0.33871,6
0.254902,0.148368,0.076655,0.331787,0.174282,0.483871,7
0.235294,0.086053,0.10453,0.313225,0.112782,0.451613,5
0.127451,0.115727,0.163763,0.320186,0.148641,0.451613,5
0.411765,0.05638,0.034843,0.227378,0.070947,0.887097,7
0.431373,0.097923,0.055749,0.366589,0.126277,0.419355,5
0.196078,0.109792,0.090592,0.461717,0.139387,0.290323,5
0.137255,0.041543,0.188153,0.24594,0.047619,0.596774,6
0.235294,0.074184,0.195122,0.408353,0.236553,0.16129,6
0.029412,0.097923,0.170732,0.285383,0.067091,0.532258,7
0.176471,0.065282,0.216028,0.408353,0.216696,0.225806,5
0.215686,0.047478,0.121951,0.227378,0.08637,0.532258,7
0.117647,0.029674,0.006969,0.044084,0.042414,0.645161,6
0.117647,0.05638,0.069686,0.343387,0.128976,0.419355,6
0.176471,0.04451,0.156794,0.447796,0.163293,0.451613,6
0.166667,0.04451,0.1777,0.464037,0.164257,0.451613,6
0.186275,0.130564,0.146341,0.389791,0.188934,0.225806,5
0.215686,0.086053,0.205575,0.487239,0.169462,0.225806,5
0.27451,0.121662,0.094077,0.303944,0.176788,0.225806,5
0.127451,0.035608,0.062718,0.164733,0.070368,0.645161,5
0.098039,0.089021,0.156794,0.278422,0.186428,0.370968,7
0.176471,0.050445,0.160279,0.271462,0.072874,0.532258,7
0.264706,0.160237,0.101045,0.327146,0.159244,0.225806,6
0.196078,0.094955,0.132404,0.313225,0.252362,0.112903,5
0.107843,0.071217,0.303136,0.348028,0.119722,0,5
0.156863,0.071217,0.118467,0.294664,0.116638,0.387097,7
0.088235,0.059347,0.12892,0.276102,0.108155,0.435484,7
0.156863,0.062315,0.139373,0.487239,0.17833,0.354839,6
0.509804,0.103858,0.243902,0.436195,0.09466,0.467742,5
0.357843,0.053412,0.073171,0.232019,0.084249,0.403226,6
0.196078,0.008902,0.118467,0.211137,0.068055,0.596774,7
0.352941,0.166172,0.205575,0.410673,0.226142,0.096774,5
0.156863,0.074184,0.132404,0.382831,0.204743,0.16129,5
0.22549,0.103858,0.087108,0.422274,0.251012,0.112903,5
0.235294,0.15727,0.083624,0.180974,0.050704,0.774194,6
0.04902,0.041543,0.139373,0.220418,0.077309,0.612903,6
0.058824,0.074184,0.118467,0.174014,0.081936,0.580645,6
0.117647,0.05638,0.090592,0.185615,0.081164,0.612903,6
0.068627,0.097923,0.184669,0.345708,0.179487,0.419355,5
0.147059,0.169139,0.041812,0.190255,0.149798,0.274194,5
0.245098,0.11276,0.076655,0.329466,0.157316,0.370968,5
0.039216,0.115727,0.125436,0.241299,0.123578,0.33871,7
0.098039,0.109792,0.02439,0.143852,0.094081,0.467742,7
0.068627,0.083086,0.142857,0.273782,0.093889,0.209677,5
0.147059,0.142433,0.094077,0.313225,0.201465,0.354839,6
0.254902,0.169139,0.142857,0.354988,0.163871,0.241935,5
0.588235,0.178042,0.080139,0.317865,0.122614,0.209677,5
0.137255,0.026706,0.149826,0.164733,0.043378,0.790323,7
0.196078,0.097923,0.149826,0.322506,0.207249,0.112903,5
0.313725,0.21365,0.25784,0.682135,0.191633,0.225806,5
0.107843,0.074184,0.240418,0.452436,0.136688,0.33871,5
0.147059,0.089021,0.202091,0.433875,0.148255,0.322581,4
0.058824,0.121662,0.170732,0.278422,0.07808,0.5,7
0.068627,0.127596,0.219512,0.345708,0.188356,0.370968,7
0.068627,0.071217,0.087108,0.148492,0.050704,0.677419,6
0.245098,0.172107,0.114983,0.341067,0.160208,0.209677,6
0.215686,0.094955,0.15331,0.392111,0.085406,0.532258,6
0.147059,0.10089,0.15331,0.234339,0.078465,0.451613,6
0.04902,0.071217,0.045296,0.178654,0.064199,0.516129,8
0.127451,0.062315,0.118467,0.190255,0.082707,0.725806,7
0.313725,0.121662,0.045296,0.262181,0.20802,0.209677,5
0.254902,0.062315,0.125436,0.308585,0.034895,0.790323,7
0.039216,0.089021,0.066202,0.283063,0.077694,0.516129,7
0.176471,0.109792,0.149826,0.394432,0.168113,0.209677,5
0.215686,0.062315,0.125436,0.308585,0.034895,0.790323,7
0.068627,0.118694,0.15331,0.257541,0.19144,0.241935,7
0.284314,0.083086,0.010453,0.034803,0.076923,0.629032,6
0.264706,0.068249,0.073171,0.257541,0.120108,0.370968,7
0.235294,0.071217,0.073171,0.257541,0.120108,0.370968,7
0.019608,0.065282,0.108014,0.194896,0.073838,0.516129,6
0.166667,0.062315,0.10453,0.327146,0.058415,0.645161,6
0.22549,0.097923,0.066202,0.313225,0.114324,0.258065,5
0.098039,0.094955,0.094077,0.234339,0.181415,0.193548,6
0.088235,0.059347,0.174216,0.25522,0.04492,0.790323,6
0.107843,0.154303,0.15331,0.324826,0.20455,0.209677,6
0.235294,0.062315,0.045296,0.294664,0.12647,0.66129,6
0.127451,0.050445,0.114983,0.276102,0.090997,0.516129,6
0.078431,0.059347,0.090592,0.206497,0.080008,0.516129,7
0.156863,0.097923,0.188153,0.412993,0.166956,0.193548,5
0.215686,0.094955,0.083624,0.266821,0.13823,0.209677,6
0.196078,0.062315,0.083624,0.229698,0.130519,0.435484,6
0.22549,0.04451,0.062718,0.364269,0.095816,0.290323,6
0.147059,0.080119,0.090592,0.310905,0.10507,0.370968,6
0.147059,0.047478,0.083624,0.259861,0.103914,0.532258,6
0.137255,0.115727,0.118467,0.401392,0.229998,0.129032,6
0.098039,0.10089,0.04878,0.220418,0.097359,0.451613,5
0.372549,0.053412,0.045296,0.146172,0.087527,0.564516,7
0.147059,0.086053,0.142857,0.287703,0.233854,0.129032,5
0.176471,0.477745,0.229965,0.445476,0.163678,0.225806,6
0.176471,0.480712,0.216028,0.443155,0.164064,0.225806,6
0.196078,0.106825,0.198606,0.464037,0.194525,0.258065,6
0.147059,0.103858,0.188153,0.417633,0.167534,0.209677,6
0.166667,0.103858,0.222997,0.406032,0.243879,0.145161,5
0.117647,0.118694,0.080139,0.338747,0.112782,0.322581,5
0.127451,0.106825,0.156794,0.401392,0.165606,0.177419,5
0.156863,0.10089,0.198606,0.415313,0.167341,0.225806,6
0.166667,0.091988,0.15331,0.394432,0.160015,0.33871,6
0.078431,0.109792,0.198606,0.310905,0.155581,0.451613,6
0.196078,0.05638,0.055749,0.139211,0.088105,0.322581,6
0.098039,0.059347,0.1777,0.350348,0.108926,0.467742,6
0.176471,0.053412,0.094077,0.192575,0.072103,0.645161,7
0.284314,0.10089,0.069686,0.37587,0.224022,0.209677,5
0.313725,0.062315,0.10453,0.213457,0.088876,0.693548,7
0.176471,0.086053,0.094077,0.278422,0.115867,0.387097,6
0.147059,0.106825,0.209059,0.334107,0.194525,0.403226,5
0.117647,0.080119,0.069686,0.190255,0.109312,0.290323,6
0.088235,0.094955,0.111498,0.259861,0.073453,0.403226,6
0.264706,0.124629,0.292683,0.473318,0.175246,0.306452,6
0.205882,0.077151,0.076655,0.162413,0.065934,0.548387,7
0.215686,0.151335,0.135889,0.419954,0.22113,0.193548,5
0.421569,0.124629,0.097561,0.38051,0.21766,0.274194,5
0.421569,0.118694,0.038328,0.292343,0.120301,0.322581,5
0.205882,0.115727,0.167247,0.306265,0.150183,0.370968,6
0.117647,0.11276,0.094077,0.199536,0.15828,0.290323,7
0.52451,0.172107,0.076655,0.283063,0.195874,0.209677,5
0.235294,0.074184,0.080139,0.211137,0.060729,0.709677,7
0.117647,0.115727,0.181185,0.315545,0.1845,0.209677,6
0.147059,0.115727,0.163763,0.361949,0.155967,0.241935,6
0.186275,0.074184,0.02439,0.083527,0.083478,0.403226,6
0.352941,0.068249,0.059233,0.208817,0.058608,0.774194,7
0.254902,0.106825,0.146341,0.308585,0.082707,0.451613,6
0.176471,0.142433,0.160279,0.273782,0.189319,0.322581,6
0.088235,0.106825,0.327526,0.37355,0.062464,0.612903,8
0.088235,0.080119,0.125436,0.229698,0.056873,0.645161,6
0.343137,0.047478,0.045296,0.299304,0.080008,0.741935,6
0.230392,0.050445,0.045296,0.141531,0.054559,0.629032,8
0.088235,0.053412,0.010453,0.044084,0.052824,0.419355,5
0.254902,0.216617,0.156794,0.535963,0.192597,0.193548,5
0.245098,0.148368,0.139373,0.535963,0.225757,0.322581,6
0.039216,0.086053,0.055749,0.204176,0.147677,0.193548,5
0.04902,0.089021,0.059233,0.218097,0.14787,0.209677,6
0.098039,0.136499,0.080139,0.313225,0.166763,0.354839,6
0.078431,0.133531,0.080139,0.322506,0.167149,0.354839,6
0.176471,0.151335,0.170732,0.336427,0.123964,0.112903,5
0.235294,0.121662,0.020906,0.357309,0.102757,0.435484,5
0.215686,0.115727,0.006969,0.25522,0.071911,0.66129,6
0.078431,0.121662,0.195122,0.331787,0.173703,0.241935,6
0.186275,0.05638,0.052265,0.2529,0.124349,0.516129,6
0.078431,0.074184,0.118467,0.199536,0.046462,0.645161,6
0.352941,0.115727,0.094077,0.508121,0.23983,0.129032,7
0.117647,0.127596,0.118467,0.292343,0.12782,0.451613,6
0.205882,0.050445,0.12892,0.299304,0.040293,0.822581,7
0.303922,0.077151,0.069686,0.194896,0.083478,0.725806,7
0.27451,0.106825,0.121951,0.283063,0.123578,0.596774,8
0.27451,0.106825,0.114983,0.292343,0.123193,0.580645,8
0.117647,0.10089,0.076655,0.236659,0.101407,0.532258,6
0.117647,0.047478,0.139373,0.218097,0.059958,0.548387,5
0.151961,0.080119,0.006969,0.25058,0.061885,0.677419,5
0.117647,0.130564,0.10453,0.468677,0.168884,0.387097,6
0.117647,0.130564,0.10453,0.468677,0.168884,0.387097,6
0.156863,0.219585,0.114983,0.343387,0.243879,0.177419,5
0.215686,0.074184,0.020906,0.141531,0.123964,0.677419,6
0.313725,0.169139,0.135889,0.387471,0.162136,0.225806,5
0.313725,0.166172,0.139373,0.392111,0.162136,0.225806,5
0.166667,0.11276,0.205575,0.417633,0.172161,0.193548,5
0.176471,0.109792,0.174216,0.403712,0.168305,0.225806,5
0.284314,0.071217,0.12892,0.227378,0.035281,0.887097,7
0.264706,0.130564,0.121951,0.329466,0.177174,0.225806,5
0.137255,0.05638,0.045296,0.171694,0.113553,0.467742,8
0.22549,0.080119,0.111498,0.243619,0.068826,0.548387,7
0.078431,0.080119,0.149826,0.269142,0.048776,0.709677,7
0.068627,0.086053,0.020906,0.162413,0.100058,0.403226,6
0.068627,0.065282,0.04878,0.208817,0.139965,0.564516,8
0.117647,0.091988,0.118467,0.264501,0.1016,0.451613,6
0.088235,0.086053,0.174216,0.322506,0.210141,0.145161,5
0.098039,0.089021,0.1777,0.329466,0.210334,0.145161,5
0.186275,0.097923,0.202091,0.406032,0.164835,0.225806,6
0.235294,0.118694,0.080139,0.334107,0.068633,0.677419,7
0.176471,0.047478,0.069686,0.211137,0.06844,0.66129,7
0.215686,0.062315,0.073171,0.276102,0.111625,0.467742,5
0.078431,0.050445,0.087108,0.232019,0.121265,0.33871,6
0.107843,0.068249,0.041812,0.143852,0.038751,0.806452,7
0.27451,0.086053,0.045296,0.146172,0.06844,0.483871,5
0.088235,0.127596,0.076655,0.271462,0.099672,0.451613,5
0.029412,0.127596,0.233449,0.322506,0.167534,0.209677,4
0.127451,0.097923,0.212544,0.264501,0.065741,0.548387,6
0.313725,0.139466,0.139373,0.538283,0.186813,0.306452,5
0.117647,0.103858,0.080139,0.327146,0.152497,0.403226,5
0.186275,0.091988,0.055749,0.109049,0.071911,0.709677,6
0.176471,0.11276,0.174216,0.37819,0.166185,0.241935,6
0.166667,0.115727,0.135889,0.352668,0.10507,0.403226,6
0.137255,0.130564,0.174216,0.433875,0.169462,0.177419,6
0.058824,0.074184,0.1777,0.299304,0.071911,0.564516,7
0.176471,0.103858,0.101045,0.37355,0.179873,0.516129,5
0.137255,0.121662,0.198606,0.303944,0.157124,0.451613,5
0.362745,0.163205,0.101045,0.410673,0.159823,0.225806,5
0.088235,0.065282,0.038328,0.148492,0.074031,0.483871,6
0.352941,0.115727,0.069686,0.238979,0.091961,0.532258,7
0.068627,0.094955,0.170732,0.25058,0.073067,0.516129,6
0.176471,0.121662,0.114983,0.336427,0.167727,0.387097,6
0.068627,0.071217,0.041812,0.169374,0.081164,0.516129,7
0.137255,0.074184,0.111498,0.185615,0.043378,0.5,7
0.284314,0.080119,0.073171,0.192575,0.081936,0.516129,6
0.289216,0.080119,0.052265,0.206497,0.083092,0.403226,6
0.117647,0.11276,0.073171,0.192575,0.100443,0.322581,6
0.137255,0.109792,0.076655,0.187935,0.100443,0.322581,6
0.137255,0.118694,0.076655,0.204176,0.113553,0.467742,5
0.137255,0.05638,0.04878,0.180974,0.115674,0.467742,7
0.117647,0.077151,0.132404,0.178654,0.054367,0.596774,5
0.22549,0.071217,0.184669,0.313225,0.095816,0.322581,5
0.343137,0.474777,0.069686,0.466357,0.205321,0.241935,5
0.156863,0.130564,0.184669,0.294664,0.217467,0.16129,5
0.147059,0.127596,0.059233,0.178654,0.166377,0.322581,5
0.117647,0.094955,0.121951,0.336427,0.073646,0.629032,5
0.078431,0.05638,0.132404,0.213457,0.085791,0.419355,6
0.127451,0.11276,0.094077,0.213457,0.109312,0.483871,6
0.245098,0.053412,0.15331,0.310905,0.101986,0.516129,7
0.098039,0.074184,0.094077,0.278422,0.052632,0.645161,7
0.205882,0.053412,0.12892,0.201856,0.062464,0.741935,8
0.127451,0.074184,0.160279,0.241299,0.087527,0.403226,6
0.127451,0.083086,0.222997,0.313225,0.100058,0.354839,6
0.029412,0.05638,0.034843,0.187935,0.057259,0.677419,6
0.068627,0.080119,0.059233,0.155452,0.048776,0.693548,6
0.107843,0.068249,0.108014,0.24594,0.073067,0.387097,6
0.392157,0.035608,0.069686,0.259861,0.034509,0.758065,7
0.147059,0.026706,0.055749,0.276102,0.090033,0.419355,5
0.088235,0.05638,0.080139,0.229698,0.070368,0.693548,6
0.068627,0.083086,0.062718,0.174014,0.064585,0.548387,6
0.088235,0.059347,0.317073,0.352668,0.055523,0.645161,7
0.127451,0.106825,0.125436,0.199536,0.045306,0.709677,8
0.137255,0.091988,0.191638,0.292343,0.185271,0.435484,5
0.068627,0.106825,0.254355,0.354988,0.148641,0.209677,5
0.235294,0.053412,0.114983,0.299304,0.045113,0.758065,6
0.284314,0.059347,0.076655,0.183295,0.03316,0.596774,6
0.166667,0.089021,0.069686,0.12761,0.125506,0.435484,5
0.127451,0.071217,0.125436,0.197216,0.070175,0.612903,7
0.156863,0.089021,0.121951,0.269142,0.139773,0.306452,5
0.387255,0.11276,0.04878,0.167053,0.053403,0.870968,7
0.196078,0.068249,0.097561,0.243619,0.086177,0.774194,7
0.313725,0.071217,0.076655,0.180974,0.106805,0.774194,6
0.323529,0.097923,0.055749,0.213457,0.09331,0.403226,5
0.117647,0.068249,0.076655,0.174014,0.088105,0.564516,5
0.137255,0.091988,0.010453,0.037123,0.090418,0.403226,4
0.27451,0.068249,0.066202,0.285383,0.116059,0.806452,6
0.20098,0.077151,0.216028,0.299304,0.046077,0.709677,8
0.117647,0.094955,0.132404,0.322506,0.117409,0.354839,6
0.333333,0.133531,0.226481,0.522042,0.219202,0.16129,5
0.078431,0.086053,0.289199,0.334107,0.073067,0.645161,7
0.044118,0.103858,0.069686,0.136891,0.058415,0.596774,7
0.352941,0.133531,0.062718,0.396752,0.155967,0.322581,5
0.22549,0.136499,0.139373,0.484919,0.181415,0.370968,5
0.098039,0.068249,0.080139,0.160093,0.075766,0.5,5
0.127451,0.121662,0.198606,0.327146,0.20455,0.16129,5
0.078431,0.065282,0.121951,0.204176,0.09813,0.403226,6
0.137255,0.05638,0.118467,0.192575,0.070368,0.629032,7
0.27451,0.080119,0.125436,0.338747,0.175631,0.225806,5
0.127451,0.077151,0.083624,0.167053,0.059572,0.548387,6
0.166667,0.074184,0.132404,0.243619,0.077694,0.451613,7
0.22549,0.189911,0.132404,0.343387,0.128976,0.290323,5
0.176471,0.11276,0.198606,0.403712,0.170233,0.209677,5
0.117647,0.065282,0.069686,0.148492,0.062464,0.532258,6
0.098039,0.065282,0.073171,0.148492,0.061885,0.532258,6
0.284314,0.065282,0.163763,0.37355,0.163293,0.241935,5
0.098039,0.109792,0.163763,0.440835,0.135338,0.209677,5
0.058824,0.094955,0.069686,0.167053,0.064006,0.548387,6
0.352941,0.130564,0.191638,0.276102,0.052246,0.758065,6
0.27451,0.071217,0.083624,0.2529,0.042992,0.887097,7
0.196078,0.029674,0.045296,0.12993,0.059572,0.516129,6
0.078431,0.086053,0.125436,0.2529,0.142279,0.435484,5
0.196078,0.068249,0.038328,0.192575,0.176981,0.451613,4
0.303922,0.133531,0.087108,0.447796,0.148255,0.403226,6
0.352941,0.014837,0.146341,0.296984,0.052632,0.806452,8
0.137255,0.059347,0.135889,0.283063,0.118566,0.451613,6
0.137255,0.109792,0.12892,0.2529,0.216503,0.177419,6
0.166667,0.086053,0.226481,0.433875,0.162714,0.33871,5
0.073529,0.05638,0.038328,0.116009,0.050896,0.629032,8
0.22549,0.080119,0.149826,0.303944,0.097359,0.645161,7
0.127451,0.094955,0.275261,0.320186,0.057644,0.580645,8
0.166667,0.086053,0.233449,0.424594,0.166185,0.354839,6
0.127451,0.05638,0.031359,0.132251,0.097166,0.290323,5
0.186275,0.041543,0.003484,0.185615,0.054367,0.548387,4
0.088235,0.062315,0.031359,0.136891,0.097744,0.290323,5
0.039216,0.089021,0.135889,0.206497,0.16445,0.290323,8
0.205882,0.080119,0.163763,0.276102,0.132254,0.435484,6
0.215686,0.038576,0.041812,0.236659,0.166763,0.419355,5
0.176471,0.083086,0.163763,0.38051,0.171583,0.209677,5
0.245098,0.020772,0.12892,0.327146,0.000386,0.967742,8
0.205882,0.050445,0.087108,0.227378,0.115095,0.483871,6
0.176471,0.118694,0.184669,0.401392,0.16792,0.225806,6
0.196078,0.204748,0.097561,0.301624,0.150954,0.16129,6
0.196078,0.097923,0.020906,0.229698,0.111625,0.16129,5
0.117647,0.103858,0.052265,0.213457,0.14652,0.322581,5
0.186275,0.094955,0.02439,0.232019,0.111625,0.16129,5
0.205882,0.080119,0.080139,0.162413,0.062849,0.709677,7
0.264706,0.097923,0.090592,0.264501,0.114324,0.532258,5
0.039216,0.074184,0.118467,0.178654,0.060729,0.645161,6
0.039216,0.065282,0.121951,0.197216,0.053017,0.596774,6
0.313725,0.020772,0.083624,0.187935,0.04627,0.83871,7
0.029412,0.091988,0.135889,0.243619,0.177945,0.483871,7
0.147059,0.062315,0.097561,0.243619,0.126663,0.483871,6
0.294118,0.035608,0.125436,0.241299,0.060729,0.806452,7
0.107843,0.103858,0.125436,0.276102,0.125506,0.419355,5
0.254902,0.035608,0.101045,0.25522,0.0401,0.806452,8
0.147059,0.124629,0.108014,0.2529,0.216696,0.16129,6
0.22549,0.035608,0.174216,0.322506,0.063042,0.564516,5
0.117647,0.047478,0.052265,0.155452,0.075766,0.483871,6
0.176471,0.121662,0.027875,0.238979,0.110854,0.306452,5
0.137255,0.089021,0.101045,0.276102,0.112782,0.387097,6
0.107843,0.139466,0.167247,0.234339,0.159823,0.306452,6
0.058824,0.106825,0.240418,0.354988,0.082707,0.483871,6
0.235294,0.050445,0.111498,0.266821,0.110854,0.66129,6
0.147059,0.103858,0.149826,0.283063,0.172161,0.274194,6
0.27451,0.074184,0.12892,0.264501,0.078658,0.677419,7
0.294118,0.020772,0.101045,0.241299,0.057066,0.709677,7
0.147059,0.071217,0.097561,0.204176,0.153461,0.403226,7
0.117647,0.121662,0.094077,0.473318,0.170619,0.387097,6
